id,title,inventor,grant_date,result_link
US-10034220-B2,System and method for enabling VPN-less session setup for connecting mobile data devices to an enterprise data network ,Andrew Silver,7/24/18,https://patents.google.com/patent/US10034220B2/en
US-10672041-B2,In-store field-of-view merchandising and analytics ,"Robert Alan Koch, Ari Craine, James Carlton Bedingfield, Sr.",6/2/20,https://patents.google.com/patent/US10672041B2/en
US-2019052606-A1,Secure Communications with Internet-Enabled Devices ,Eugene Lapidous,,https://patents.google.com/patent/US20190052606A1/en
US-9954914-B2,Method and apparatus for providing a collaborative workspace ,"Jeffrey A. Aaron, Larry Woodring",4/24/18,https://patents.google.com/patent/US9954914B2/en
US-10079714-B2,Conference call resource assignment for failover ,"Pramod Madabhushi, Prasannakumar Mallappa, Puneet Saran Sarna",9/18/18,https://patents.google.com/patent/US10079714B2/en
US-2020213366-A1,"Method, apparatus, and system for implementing a content switch ","Xinhua Hong, Jayant JAIN, Anirban Sengupta",,https://patents.google.com/patent/US20200213366A1/en
US-10735686-B2,Enhanced content consumption ,"Kevin Gammill, Stacey Law, Jeff Tucker, Sean Kollenkark",8/4/20,https://patents.google.com/patent/US10735686B2/en
US-10425530-B2,System and method for mobile core data services ,"Kaippallimalil Mathew John, Frank Mademann, Fenqin Zhu",9/24/19,https://patents.google.com/patent/US10425530B2/en
US-9641797-B2,Wireless augmented reality communication system ,"Ann Devereaux, Thomas Jedrey, Martin Agan",5/2/17,https://patents.google.com/patent/US9641797B2/en
US-10021454-B2,Method and apparatus for providing personalized content ,"James Fan, David Feng-Lin Chen, Richard Kuo, Jennifer K. Lam",7/10/18,https://patents.google.com/patent/US10021454B2/en
US-10033771-B2,Personal network access control system and method ,"Andrew Michael ALLEN, Adrian Buckley",7/24/18,https://patents.google.com/patent/US10033771B2/en
US-9591262-B2,Flow-control based switched group video chat and real-time interactive broadcast ,Shah Talukder,3/7/17,https://patents.google.com/patent/US9591262B2/en
US-10686852-B2,Method and apparatus for controlling sessions from one or more devices ,"Doug Chappelle, Johannes Ruetschi, Jeffrey Cripe, Ricardo De Lemos, Qiusheng Jiang, Robert Hofstetter, Hashim Shafique, Keith Glasnapp, Rodrigo Pastro, Jeff McNiece, Dinesh Kapani Gowda, Luiz Cesar Zaniolo, Viraj Puranik, Christian Garbin",6/16/20,https://patents.google.com/patent/US10686852B2/en
US-10200668-B2,Quality of experience reporting for combined unicast-multicast/broadcast streaming of media content ,Ozgur Oyman,2/5/19,https://patents.google.com/patent/US10200668B2/en
US-9667674-B2,"Method, device, and system for connecting to a communication device ","Emmanouil Giakoumelis, James Smith, Viraj Puranik",5/30/17,https://patents.google.com/patent/US9667674B2/en
US-10263951-B2,Network address family translation method and system ,"Kristian Kielhofner, Norman A. Worthington, III",4/16/19,https://patents.google.com/patent/US10263951B2/en
US-9967799-B2,Presence-based communication routing service and regulation of same ,"Randolph Wohlert, Steven Frew, Milap Majmundar",5/8/18,https://patents.google.com/patent/US9967799B2/en
US-9692844-B2,"Methods, systems and devices for automatic linking of activity tracking devices to user devices ","Jayson Messenger, Barry Burton, James Park",6/27/17,https://patents.google.com/patent/US9692844B2/en
JP-6428885-B2,Signaling of 3D video information in communication networks ,オイマン、オズガー,11/28/18,https://patents.google.com/patent/JP6428885B2/en
US-10313297-B2,E-mail integrated instant messaging ,"Keith Bernstein, Alan Chung",6/4/19,https://patents.google.com/patent/US10313297B2/en
US-2020404382-A1,Systems and methods for nonlinear video playback using linear real-time video players ,"Jonathan BLOCH, Tal Zubalsky, Yuval Hofshy, Barak Feldman",,https://patents.google.com/patent/US20200404382A1/en
US-9912810-B2,System and method for chat automation ,"Paul Segre, Eric Tamblyn, Herbert Willi Artur Ristock, Arnaud Lejeune, Richard McCrossan, Steve O'Donoghue",3/6/18,https://patents.google.com/patent/US9912810B2/en
US-2021263698-A1,Playback Expansion ,"Benjamin Fullerton, Ingve Holmung",,https://patents.google.com/patent/US20210263698A1/en
US-10856359-B2,System and method for managing emergency requests ,"Jan Hendrik Lucas Bakker, Adrian Buckley, Andrew Michael ALLEN",12/1/20,https://patents.google.com/patent/US10856359B2/en
EP-3167650-B1,Resolving competing handover conditions in wireless networks ,"Håkan ÖSTERLUND, Afshin Abtin, Magnus HALLENSTÅL",5/19/21,https://patents.google.com/patent/EP3167650B1/en
US-10581929-B2,IP multimedia subsystem and method for MBMS file repair using HTTP servers ,Ozgur Oyman,3/3/20,https://patents.google.com/patent/US10581929B2/en
US-10050749-B2,"Video conference bridge setting sharing, pushing, and rationalization ","Amit MISHRA, Srinivasan Narayanan, Anand Paithankar",8/14/18,https://patents.google.com/patent/US10050749B2/en
US-11025679-B2,Visual communications ,"Eric Cozzi, David Van Wie, Paul J. Brody, Matthew Leacock",6/1/21,https://patents.google.com/patent/US11025679B2/en
US-11128837-B2,Internet protocol television audio and video calling ,"Thomas P. Benzaia, Bernard Ku, Lakshminarashimhan Naidu",9/21/21,https://patents.google.com/patent/US11128837B2/en
US-10863021-B2,Utilizing SIP messages to determine the status of a remote terminal in VOIP communication systems ,"Stephen Hodge, Eric Gonzalez",12/8/20,https://patents.google.com/patent/US10863021B2/en
US-9641802-B2,Video session manager and method for enabling and managing video calling and telepresence communications sessions across multiple domains ,"Galeal Zino, James Karanassos",5/2/17,https://patents.google.com/patent/US9641802B2/en
US-9654633-B2,Distributed constraint-based optimized routing of interactions ,"Alan McCord, Brian R Galvin",5/16/17,https://patents.google.com/patent/US9654633B2/en
US-11172064-B2,Emergency assistance calling for voice over IP communications systems ,"Johan Emil Viktor Björsell, Maksym Sobolyev",11/9/21,https://patents.google.com/patent/US11172064B2/en
US-9992242-B2,Systems and methods for implementing instant social image cobrowsing through the cloud ,Charles Hart Isaacs,6/5/18,https://patents.google.com/patent/US9992242B2/en
US-9800624-B2,Synchronization of clients to maximize multicast opportunities ,"Alan L. Glasser, Andrew G. Gauld, Vijay Gopalakrishnan, John F. Lucas, Kadangode K. Ramakrishnan",10/24/17,https://patents.google.com/patent/US9800624B2/en
US-10218938-B2,Methods and systems for multi-pane video communications with photo-based signature verification ,"Jed W Taylor, Timothy Eugene Pranger, Benjamin K. Breeze",2/26/19,https://patents.google.com/patent/US10218938B2/en
US-9647978-B2,Methods and apparatus for providing expanded telecommunications service ,"Leland W. Kirchhoff, David S. Trandal, Colin Kelley, David J. Brahm, Robert F. Smith, David Frank Hofstatter, Robert A. Dolan",5/9/17,https://patents.google.com/patent/US9647978B2/en
US-9622273-B2,Method and apparatus for interworking voice and multimedia services between CSI terminal and IMS terminal ,"Han-Na Lim, Osok Song, Sung-Ho Choi, Eun-Hui Bae, Tae-Sun Yeoum",4/11/17,https://patents.google.com/patent/US9622273B2/en
US-10547648-B2,Routing of data including multimedia between electronic devices ,"Oded Shmueli, Benny Yehezkel",1/28/20,https://patents.google.com/patent/US10547648B2/en
US-10567574-B2,Caller preview data and call messages based on caller preview data ,"Alan Lee Rogers, Richard Yuan-Ching Lo, Matthew Thomas Austin, Justin Uberti, Heidi Rafael Sales, Koa Metter, Anton Volkov",2/18/20,https://patents.google.com/patent/US10567574B2/en
US-10135881-B2,Virtual private meeting room ,Haim Karniely,11/20/18,https://patents.google.com/patent/US10135881B2/en
US-10235503-B2,In-vehicle content delivery system operable in autonomous mode and non-autonomous mode ,"Premkumar Bangole, Bryan Adrian Lauer, Patrick J. Walsh, Kathy Wang",3/19/19,https://patents.google.com/patent/US10235503B2/en
US-10880221-B2,System and method for adapting an application source rate to a load condition ,"Mazin Ali Al-Shalash, Yunsong Yang, Alok Kumar",12/29/20,https://patents.google.com/patent/US10880221B2/en
US-10192553-B1,Initiating device speech activity monitoring for communication sessions ,"Mario Chenier, Tony Roy Hardie, Nawdesh Uppal, Brian Oliver, Ran MOKADY",1/29/19,https://patents.google.com/patent/US10192553B1/en
US-9544439-B2,Caller-callee association of a plurality of networked devices ,"Isaac David Guedalia, Jacob Guedalia",1/10/17,https://patents.google.com/patent/US9544439B2/en
US-10333997-B2,Universal point of contact identifier system and method ,"Ayman Hariri, Scott Birnbaum",6/25/19,https://patents.google.com/patent/US10333997B2/en
US-10305995-B2,Techniques for device independent session migration ,"Lloyd Leon Burch, Baha Masoud, Michael F. Angelo",5/28/19,https://patents.google.com/patent/US10305995B2/en
US-9747125-B2,Associating virtual machines on a server computer with particular users on an exclusive basis ,"Syed M. Amir Husain, Muhammad Umair, Saqib Mumtaz, Atif Bajwa, Abubakr Sheikh",8/29/17,https://patents.google.com/patent/US9747125B2/en
US-2022021844-A1,Configuring output on a communication device ,Danny Ben Shitrit,,https://patents.google.com/patent/US20220021844A1/en
US-9866598-B2,Methods and systems to assess an ability to playback media content ,"Brooke Allysoun Armstrong, John Robert Behrens, Abie Hadjitarkhani, Alexander Blair Ireland, Stephen John Muller, Nancy Kiyoko Narimatsu",1/9/18,https://patents.google.com/patent/US9866598B2/en
US-10374864-B2,Converged voice mail services ,"Richard Cerami, John Verbil, Paul D. Jaramillo",8/6/19,https://patents.google.com/patent/US10374864B2/en
US-9703947-B2,Relevancy improvement through targeting of information based on data gathered from a networked device associated with a security sandbox of a client device ,David Harrison,7/11/17,https://patents.google.com/patent/US9703947B2/en
US-10122801-B2,Service discovery and topology management ,"Padam Lal KAFLE, Shivraj Singh Sandhu, Vijay Naicker Subramaniam",11/6/18,https://patents.google.com/patent/US10122801B2/en
US-10791541-B2,Method for performing random access and terminal for performing same ,"Seunggye HWANG, Yunjung Yi, Kijun KIM, Seonwook Kim",9/29/20,https://patents.google.com/patent/US10791541B2/en
US-9736196-B2,Automatically configuring a web-enabled portable device to access the internet ,"Eric C. Anderson, Robert P. Morris",8/15/17,https://patents.google.com/patent/US9736196B2/en
JP-6546942-B2,System for managing audio / video streams using application layer structure in AVB network ,"オルセン デイビッド, オルセン デイビッド, ピアーソン レビ, ピアーソン レビ, グンザー クレイグ, グンザー クレイグ",7/17/19,https://patents.google.com/patent/JP6546942B2/en
US-9648168-B2,Method and apparatus for optimizing response time to events in queue ,Yevgeniy Petrovykh,5/9/17,https://patents.google.com/patent/US9648168B2/en
US-9813466-B2,Direct connection with side channel control ,"Amer A. Hassan, Billy R. Anders, JR., Kurt M. Hunter, Brian Larsen",11/7/17,https://patents.google.com/patent/US9813466B2/en
JP-5514866-B2,System and method for routing an incoming call to an appropriate domain within a network environment including IMS ,"バックリー エイドリアン, アレン アンドリュー, シェンフィールド マイケル",6/4/14,https://patents.google.com/patent/JP5514866B2/en
US-9906573-B2,Streaming media ,"Martti Mela, Pekko Pessi",2/27/18,https://patents.google.com/patent/US9906573B2/en
CA-2977035-C,System and method for video communication ,Siva Prasad VAKALAPUDI,9/8/20,https://patents.google.com/patent/CA2977035C/en
US-10083468-B2,Experience sharing for a registry event ,"Steven John Lee, Bradley James Rhodes, Indika Charles Mendis, Max Benjamin Braun",9/25/18,https://patents.google.com/patent/US10083468B2/en
US-10165395-B2,Methods of supporting location and emergency calls for an over-the-top service provider ,"Stephen William Edge, Randall Coleman Gellens, Farrokh Khatibi",12/25/18,https://patents.google.com/patent/US10165395B2/en
US-10542055-B2,Relationship-centric portals for communication sessions ,"Michael N Abernethy, Jr., Gabriel A Cohen, Ronald E Craig, Travis M Grigsby",1/21/20,https://patents.google.com/patent/US10542055B2/en
US-10791157-B2,Multi-tenant over-the-top multicast ,"Alexander A. Kazerani, Jayson G. Sakata, Robert J. Peters, Amir Khakpour, Derek Shiell",9/29/20,https://patents.google.com/patent/US10791157B2/en
US-2019150826-A1,Method and device for detecting speech patterns and errors when practicing fluency shaping techniques ,"Moshe Rot, Lilach Rothschild, Smadar LERNER",,https://patents.google.com/patent/US20190150826A1/en
US-10462658-B2,User equipment having web real time communication architecture ,"Petrea TIMARIU, Florin Baboescu, Dutt KALAPATAPU, Vojislav Vucetic, Kamesh MEDAPALLI",10/29/19,https://patents.google.com/patent/US10462658B2/en
EP-3311586-B1,Signaling cached segments for broadcast ,"Osama Abdel Latif Lotfallah, Carlos Marcelo Dias Pazos, Thomas Stockhammer, Nagaraju Naik",8/11/21,https://patents.google.com/patent/EP3311586B1/en
JP-6352365-B2,Establish and control audio and voice back channels for WI-FI display connections ,"パダム・ラル・カフル, ビジャイ・ナイッケー・スブラマニアム, ファワド・シャウカット",7/4/18,https://patents.google.com/patent/JP6352365B2/en
US-10171521-B2,Seamlessly conferencing a previously-connected telephone call ,Bouna Sall,1/1/19,https://patents.google.com/patent/US10171521B2/en
US-9648169-B2,System and method for web-based real time communication with optimized transcoding ,"Henry Lum, Anthony Lam, Vyacheslav Sayko",5/9/17,https://patents.google.com/patent/US9648169B2/en
